Value,platform
-1.168754478419457,Type2
0.408944896405277,Type2
0.5006576431661658,Type2
-0.5741450427681458,Type2
-1.763524396438922,Type2
0.5596985819088687,Type2
0.4890989612511223,Type2
-0.5730746302189708,Type2
0.8650843725795588,Type2
0.13351203297022235,Type2
0.4618174782292988,Type2
-0.07848984811324307,Type2
0.2972617798377166,Type2
0.038104164781859025,Type2
-0.4457143639471538,Type2
-0.9052618376144791,Type2
-0.8576805938567119,Type2
-1.3379180169484708,Type2
0.7146080492959289,Type2
-0.33507504039256725,Type2
-0.8283254736492593,Type2
0.09686095807975195,Type2
-0.5120459934716527,Type2
-0.6186982081704425,Type2
-0.13941644895470828,Type2
-1.1441917292148278,Type2
-1.5558241800376056,Type2
-1.258753030976808,Type2
1.6944698488190921,Type2
0.15957087215455892,Type2
0.903929041860406,Type2
-1.0729653344665826,Type2
-0.5591064983417027,Type2
-0.848738699650826,Type2
-0.4380936278019172,Type2
-1.6980374724088227,Type2
-0.10276069399295183,Type2
0.17031737022282328,Type2
0.9612878934551307,Type2
0.31764246875615126,Type2
-1.656352701087394,Type2
-0.6421433139883455,Type2
-0.6299212198912477,Type2
1.094263783522463,Type2
-0.7171877019426426,Type2
0.06554007506101221,Type2
-0.3082924094648009,Type2
0.23808208713642018,Type2
-1.5845306923388138,Type2
0.17736636215607363,Type2
-0.17024264671155667,Type2
0.24107047187875835,Type2
1.0392853162518088,Type2
1.3469848040695565,Type2
0.02304003519671025,Type2
-0.6747704482869442,Type2
0.7222501747999965,Type2
-0.16824372946561383,Type2
-0.12051468014479737,Type2
0.20189689505570527,Type2
1.0197086763961696,Type2
-1.1165334830647398,Type2
0.5372791657864785,Type2
0.7732742483188711,Type2
0.09053114661298334,Type2
1.0804968580222514,Type2
-0.6932198096026385,Type2
2.306079384276358,Type2
0.09104250612468782,Type2
1.189683113289224,Type2
-0.20767351307220858,Type2
0.4389609014198869,Type2
0.12981696395964742,Type2
0.18084051034046128,Type2
-0.9876519362475147,Type2
-0.7746355201576632,Type2
-0.4959862030897124,Type2
1.277438129079188,Type2
0.232044139403171,Type2
0.21741143565274704,Type2
0.44053357577515606,Type2
-1.6987836197767894,Type2
-2.332894077744133,Type2
0.09822337961421788,Type2
-0.6444685185736123,Type2
0.1141798863759274,Type2
-1.8267744214038544,Type2
2.070909499182949,Type2
-0.41302268594408337,Type2
2.078707447886848,Type2
1.6379060605116802,Type2
-0.4772600286773171,Type2
-0.12602228251463782,Type2
-0.11674333194385629,Type2
-0.5470305974047741,Type3
-1.340124900384473,Type3
0.05920766491264576,Type3
-0.18478233772257519,Type3
1.1010409838157325,Type3
-0.5146429473117047,Type3
1.3308596756520554,Type3
0.8070508881123392,Type3
-0.800453162261559,Type3
-1.228670372568607,Type3
0.21624562469720118,Type3
0.8684111742390724,Type3
-0.14490330912635377,Type3
0.6439305499909229,Type3
1.1014948785912895,Type3
-0.7490202961610212,Type3
0.5289194354763738,Type3
-0.8571821337478152,Type3
0.0778839496811739,Type3
0.4809404725294129,Type3
-0.0783971763243408,Type3
-1.5353987170833312,Type3
-0.7648644589860564,Type3
-1.0302672286923844,Type3
-0.9367567184688125,Type3
0.4046681270621935,Type3
-1.5279645053659647,Type3
0.002296921743911996,Type3
-0.5753070592309945,Type3
-1.2596693231571012,Type3
0.5447546054827815,Type3
-1.2484304633217054,Type3
0.39849471723868046,Type3
1.3544455140725058,Type3
1.8499728150062225,Type3
-1.1417307332285844,Type3
0.4154769983979543,Type3
-1.380209113405141,Type3
2.296189271867073,Type3
2.0209762326862317,Type3
0.12887825865189442,Type3
1.41853460597689,Type3
0.7185458119902418,Type3
-0.35219749907970527,Type3
-0.4154333109446062,Type3
1.3657901296971928,Type3
-0.429317289045284,Type3
-0.15291901235182462,Type3
0.8159048446181806,Type3
-0.8664481777815459,Type3
-0.3220012549965962,Type3
-2.3330660461899964,Type3
-2.163310883714284,Type3
-1.2906439523439925,Type3
0.24463246370055408,Type3
-0.22672997140049217,Type3
-1.3291371535254035,Type3
-0.42003113387004304,Type3
-0.8859252273741667,Type3
-0.061620069036125456,Type3
0.6305146174660144,Type3
0.28864241867972507,Type3
-0.09094407150070434,Type3
0.879001551799265,Type3
-1.3569162630522815,Type3
0.4569687898648001,Type3
0.9735832299518093,Type3
0.9886373974087566,Type3
0.15524826890135632,Type3
-0.491682271612231,Type3
-2.377405828855343,Type3
0.8821543900163269,Type3
0.7189357877199455,Type3
-1.8529895267055618,Type3
-0.29070159327147777,Type3
0.3733827842519674,Type3
0.8045950626868923,Type3
-1.5790341974329802,Type3
0.3985960162395466,Type3
0.6248744198185114,Type3
0.047841472779388945,Type3
0.5185600381052613,Type3
0.5055276606509771,Type3
-0.1808913578872933,Type3
-0.6476346257795301,Type3
0.4423573348753231,Type3
-0.19268724085577343,Type3
0.5990642311120074,Type3
-1.1563161559051478,Type3
-0.9606040182321223,Type3
-2.50325066918614,Type3
0.7868344771403956,Type3
1.8756615624420196,Type3
0.27717689713350047,Type3
-1.3271926634778746,Type3
-0.31182859556283216,Type3
-0.40900796576173143,Type3
0.8843277449134043,Type3
0.515009115828607,Type3
-1.450137698118131,Type3
1.0023501931663688,Type3
-1.2209812393852189,Type3
-1.0566189725318482,Type3
-0.48607313479067327,Type3
-0.3992915804277621,Type3
0.029815497445819676,Type3
0.3417315775113618,Type3
1.2753042136138815,Type3
0.9475936810565714,Type3
-1.443150785564756,Type3
-0.5639682494370436,Type3
-1.6660856791772196,Type3
0.03186293635279952,Type3
1.4926346707052784,Type3
0.09405696361037764,Type3
0.021356877940760688,Type3
-0.45355283967384674,Type3
-0.5140800954113321,Type3
0.6526127141771151,Type3
0.228464064743808,Type3
-0.11051834017315731,Type3
-0.2634538407638808,Type3
1.1601676731642985,Type3
1.4718340568274533,Type3
-0.5048729026028055,Type3
0.7535646205040443,Type3
1.362340935293667,Type3
0.29324580587796206,Type3
0.7582244782913274,Type3
0.20219966468691963,Type3
1.9209726528247393,Type3
-0.845806944329212,Type3
0.3288653159727149,Type3
0.06125624212567721,Type3
-0.26755332599670423,Type3
0.02350384151443005,Type3
0.12357665108616325,Type3
0.9352859186976448,Type3
0.5332516945894344,Type3
0.6181860481497882,Type3
-0.5892657086033675,Type3
1.0367373197383758,Type3
-0.7272975007677831,Type3
-1.1594557814720179,Type3
-0.4341339119941762,Type3
-0.2199206828138456,Type3
-0.4898596337381036,Type3
-0.28045161749023,Type3
-1.0122642806226119,Type3
0.8958401720353122,Type3
-0.6469149425904448,Type3
1.0406844760605807,Type3
1.3622099238483731,Type3
1.5329907063762396,Type3
1.7171691046983206,Type3
-0.5269819523840972,Type3
1.757676540129838,Type3
1.2442264524693964,Type3
0.22254089097373198,Type3
-1.389780428122443,Type3
0.3757746990777396,Type3
-0.09122890744030115,Type3
0.7496078257811128,Type3
-1.5348897497028917,Type3
-0.30064849324721016,Type3
2.2201588104235523,Type3
-1.3537202782355693,Type3
-0.577036334848597,Type3
0.27212480300426684,Type3
-0.598420031299451,Type3
2.222152327178009,Type3
0.08196288950631783,Type3
0.5587789141605768,Type3
1.489570946823655,Type3
-2.4773840446860422,Type3
0.2436087161383563,Type3
-0.04470151773738304,Type3
1.4610716523867888,Type3
1.6013848728717672,Type3
-1.6883521737362803,Type3
-0.34229779687512024,Type3
0.8601634209391804,Type3
-0.9548697397526184,Type3
1.0141176434834,Type3
0.8216394865796841,Type3
0.7678776547705909,Type3
1.1243601365694567,Type3
-2.1832326656252024,Type3
-0.6013887883965101,Type3
-0.3676797081567409,Type3
-1.2279843420929588,Type3
-1.350762473929187,Type3
0.3883267244889877,Type3
-0.5702211320086918,Type3
1.2005138589479638,Type3
0.4957353622730939,Type3
0.8149548245036053,Type3
-1.105978127135884,Type3
-0.31026683440074126,Type3
0.6555134087422101,Type3
0.09349311672216717,Type3
1.196443927966453,Type3
0.2766736886127953,Type3
-0.9554537204547937,Type3
-0.6563814468086825,Type3
-0.18943031871889018,Type3
0.0821714640097889,Type3
-0.8689084948051916,Type3
-0.4928234689041308,Type3
1.4752506930444147,Type3
-0.3478781660567873,Type3
-1.4003667029523599,Type3
-0.9605553473997941,Type3
0.39699996753659433,Type3
-0.1663803185773076,Type3
-0.044364335934373965,Type3
-0.22951254228766887,Type3
-0.34042855660408033,Type3
0.25194397455867157,Type3
-2.371279078552804,Type3
0.12011515980583998,Type3
1.0496730262637262,Type3
-2.3214592728840997,Type3
-0.03873505329635561,Type3
0.0030542755067594486,Type3
-0.6052599195146131,Type3
-0.05291124686551773,Type3
-0.05780098220727151,Type3
-0.14560889464770702,Type3
-0.9097498308960295,Type3
1.039989980774345,Type3
1.1324847492943926,Type3
-0.6382510300147073,Type3
-1.1769349770648168,Type3
-1.5042235263424237,Type3
-2.458958240914358,Type3
0.950036604935261,Type3
-0.6681507320077105,Type3
0.564389139030595,Type3
-0.20051683373114798,Type3
-1.5123449625568248,Type3
-0.466631486254031,Type3
-0.004998214967616962,Type3
1.1630318379789548,Type3
-0.8519191894789533,Type3
-0.735269113995122,Type3
-0.8718961706050414,Type3
-3.091500855016491,Type3
0.3124662535643762,Type3
-0.2063432292920848,Type3
-0.2877804593535704,Type4
0.6152259033060167,Type4
0.38735539504653077,Type4
-1.1065551856529603,Type4
-0.3049211171923678,Type4
2.0162993166059935,Type4
-1.5731898285672592,Type4
-0.5690410795630927,Type4
1.518267158119894,Type4
-0.6808936359005646,Type4
-0.09548982361935258,Type4
1.6024216073958528,Type4
0.45459607430549553,Type4
0.028887441588159476,Type4
-1.2579463692537394,Type4
0.8483438597571518,Type4
0.2948376561089284,Type4
-1.236614889160871,Type4
0.0035518524486453113,Type4
0.6539724144101571,Type4
-1.1198493256577782,Type4
0.5907297261229615,Type4
0.9922992032903284,Type4
0.10613611974878036,Type4
1.9213630031218918,Type4
-0.7138608272413616,Type4
1.2615209562004424,Type4
-0.9632406123842623,Type4
0.764125923580405,Type4
-0.036498877152405775,Type4
0.4555680989217114,Type4
-1.0009281250330473,Type4
0.2147951991147668,Type4
-0.31286428347981854,Type4
-0.3008153997596926,Type4
-0.8308481477335808,Type4
0.4140749302815027,Type4
0.48938049560941727,Type4
0.7961574252612321,Type4
-1.199091979221167,Type4
2.201324339138771,Type4
2.129906583643245,Type4
1.0191190981490275,Type4
0.8932095912963868,Type4
0.9713505802964908,Type4
-1.0673320012990601,Type4
1.901772745090769,Type4
0.7581980139541344,Type4
1.6400526761461063,Type4
0.6999408106900891,Type4
1.2915731354763058,Type4
0.37283380405800937,Type4
0.045490513817163604,Type4
0.9314698428325406,Type4
-2.1587695649810135,Type4
-0.3860127573475753,Type4
-0.1751440738200716,Type4
-3.151416111318262,Type4
-1.5339222379533037,Type4
0.8140967213283894,Type4
0.6604432719746397,Type4
1.0016929167302884,Type4
0.18491513296722858,Type4
1.582920249184173,Type4
0.8131687681634647,Type4
1.773953294493614,Type4
-0.5730943206295436,Type4
-1.3098730867873052,Type4
0.16077297602895735,Type4
0.478217782465491,Type4
0.7468800119514101,Type4
0.07287980472634571,Type4
-0.0886643378249581,Type4
-0.011618477116263782,Type4
-0.2469107539206224,Type4
0.040625296539099666,Type4
1.0211435548322014,Type4
-1.2550886683776994,Type4
1.1694151721292831,Type4
1.1624607668326694,Type4
0.81532462299922,Type4
-0.868097495373334,Type4
0.29377413668290525,Type4
-0.5273474586194723,Type4
-0.6988630681675146,Type4
-1.1895265237258092,Type4
-0.28542693009312264,Type4
0.5093979799486922,Type4
-1.6129638828104222,Type4
-0.06121730005201845,Type4
-0.9263028654833185,Type4
-1.062212439663063,Type4
1.1744533526834091,Type4
1.1373377166393615,Type4
0.032832697958756984,Type4
0.22469384937267858,Type4
-0.33675919370653296,Type4
0.8467162547278985,Type4
0.9593960700951323,Type4
-2.0543944507699874,Type4
0.393887863269154,Type4
-1.1902778370950506,Type4
0.8185210708928958,Type4
0.4361544301262386,Type4
-0.9684644698344825,Type4
-2.4304567718659205,Type4
1.0454110751392416,Type4
-0.6836967992827054,Type4
0.7342518167551283,Type4
-2.3568927527031787,Type4
0.5785300028958824,Type4
-0.8574224926450995,Type4
0.8687484005048627,Type4
-0.019226816471436568,Type4
0.607440835195371,Type4
-0.42582430522590803,Type4
0.752056857357731,Type4
1.3176331827262224,Type4
1.9846250085840857,Type4
-1.1866554439358474,Type4
0.3665691555597405,Type4
-0.1256234029960874,Type4
1.8123339900484097,Type4
-0.41454596989646836,Type4
-2.3126669504123294,Type4
1.1506964480307265,Type4
0.9291925683832781,Type4
-0.016312064653341982,Type4
0.6774126938649117,Type4
-0.9448669241680558,Type4
-1.0172928189401749,Type4
-0.7947297164092609,Type4
0.15663181143512656,Type4
0.8960746810814395,Type4
0.5086868549788253,Type4
0.8439536634224984,Type4
0.7361752652418986,Type4
0.5447402065452477,Type4
0.14631229424004982,Type4
1.4584478802281087,Type4
1.188529589294356,Type4
-2.266827659136554,Type4
0.8663619774306305,Type4
0.6161360123715631,Type4
-0.6624439231773532,Type4
0.1433352239323667,Type4
-1.1772506370107576,Type4
0.4223482244916904,Type4
0.6941321195066624,Type4
-1.0641487284793418,Type4
0.9876896468907499,Type4
0.14150279776002136,Type4
0.6287010867843723,Type4
-1.1332528356148233,Type4
-0.44474883542851823,Type4
-0.7931578648080603,Type4
-1.2439908836195563,Type4
-1.1616611356032212,Type4
-2.105610457077304,Type4
-0.023337652210879585,Type4
0.1325145750680595,Type4
-1.9887885294940773,Type4
0.3960235162136179,Type4
-1.0166947482426945,Type4
-0.8424549089557387,Type4
0.5987703782614137,Type4
0.7341334957572924,Type4
1.2810783884145325,Type4
-2.3551986140491903,Type4
-1.0880676886945249,Type4
-0.42388179574291274,Type4
-0.09911624514158404,Type4
0.3649444756361273,Type4
-2.607787370286067,Type4
1.5660250689071908,Type4
-0.8570879322830302,Type4
1.1681772419506182,Type4
-0.7852656678956123,Type4
0.17819133346828023,Type4
-0.4634311885533069,Type4
0.8304887754331669,Type4
-0.13506130520268267,Type4
0.6193346239322974,Type4
-0.06891548010077436,Type4
0.13385113191131529,Type4
0.07991374834380939,Type4
1.1787578202342441,Type4
-0.1707349013606987,Type4
-1.1385710593043683,Type4
-0.26649284326468514,Type4
-0.6739748271254781,Type4
0.1476755809960124,Type4
-0.1694021858486062,Type4
0.14441477918205145,Type4
-1.6747476791999218,Type4
-0.49291455780246796,Type4
-1.0507065982408388,Type4
0.9186020740894595,Type4
-0.8101267062204731,Type4
0.5904731846367836,Type4
-0.7659823795036822,Type4
-0.025726241903278404,Type4
-1.5008116587986249,Type4
0.7394431359887393,Type4
-0.9973555190822164,Type4
0.6550270779433347,Type4
0.40335490138063534,Type4
0.3251784789030193,Type4
-2.0496638654621018,Type4
-0.40267445504423227,Type4
-0.6898609772951334,Type4
-1.8662247687407265,Type4
1.3740730537275352,Type4
-0.6613856221515892,Type4
1.299192613808202,Type4
1.336691412901122,Type4
-1.1658595807445424,Type4
-0.7788120176777016,Type4
-0.018223378080329127,Type4
0.9912106465533557,Type4
-1.010323281873263,Type4
-0.2435116811410867,Type4
-0.5583865316732847,Type4
-0.3710489271845792,Type4
0.4752966259799249,Type4
0.7250267518986657,Type4
0.6498686941728575,Type4
-0.8032311449738877,Type4
-1.0385253992974934,Type4
-1.126706052125781,Type4
-0.21398459635846184,Type4
0.31680212344846,Type4
-0.17351865625443327,Type4
-1.7592226267123368,Type4
1.130334092657851,Type4
-0.33041387922358056,Type4
2.3441614572373832,Type4
-2.068697133765042,Type4
-0.01770738623573677,Type4
-1.0158801756043436,Type4
-0.14446502520879276,Type4
-2.4041879694999606,Type4
1.9696520857901854,Type4
0.19385401713157338,Type4
-0.7934958424761548,Type4
1.4164997010363063,Type4
-1.4818935050689965,Type4
-0.4619382288268269,Type4
-1.9220148492007545,Type4
-0.6767476888616148,Type4
